text,intent,encoded_intent
flights chicago indianapolis,atis_flight,4
flight boston philadelphia,atis_flight,4
classes service twa,atis_flight,4
flights available denver dallas pittsburgh baltimore,atis_flight,4
airline jet flight pittsburgh baltimore,atis_airline,3
show flights petersburg salt lake city arrive noon,atis_flight,4
earliest flight leaving washington san francisco,atis_flight,4
united airlines flights boston dallas,atis_flight,4
flights paul kansas city friday meal,atis_flight,4
want flight continental airlines leaving san francisco california arriving pittsburgh pennsylvania,atis_flight,4
show flights denver philadelphia monday,atis_flight,4
tell flights atlanta charlotte next monday,atis_flight,4
may see flights cleveland dallas,atis_flight,4
flights boston denver,atis_flight,4
least expensive business class flight atlanta dallas,atis_flight,4
flights tuesday san francisco pittsburgh,atis_flight,4
flights indianapolis san diego wednesday twelfth,atis_flight,4
like find flight miami florida las vegas nevada would arrive pm sunday,atis_flight,4
would like flight boston atlanta,atis_flight,4
staying downtown atlanta two hours could tell ground transportation available,atis_ground_service,6
first flight travels atlanta baltimore serves lunch,atis_flight,4
ground transportation airport denver downtown,atis_ground_service,6
time last flight washington san francisco,atis_flight_time,5
show flights san francisco arriving,atis_flight,4
please show united nonstop flights boston san francisco departing around evening,atis_flight,4
want flight originating denver going pittsburgh atlanta either order,atis_flight,4
show flights san francisco dallas please,atis_flight,4
would like know flights available leaving pittsburgh san francisco thursday night pm,atis_flight,4
fare code h,atis_abbreviation,0
list landings general mitchell international,atis_flight,4
flights cleveland newark,atis_flight,4
us air flight toronto salt lake city monday may thirty first,atis_flight,4
please show flights atlanta denver,atis_flight,4
earliest flight boston bwi serves dinner,atis_flight,4
planes leave boston,atis_flight,4
show nonstop flights houston dallas,atis_flight,4
show show first class fares flights pittsburgh san francisco monday,atis_airfare,2
show ground transportation boston,atis_ground_service,6
show flights salt lake city petersburg wednesday,atis_flight,4
show flights baltimore oakland,atis_flight,4
would like flight toronto san diego stops kansas city,atis_flight,4
twa flight petersburg milwaukee one stop available tomorrow morning,atis_flight,4
please list united flights boston denver departing,atis_flight,4
show flights cleveland memphis,atis_flight,4
american airlines flights phoenix milwaukee depart phoenix pm wednesday,atis_flight,4
airline flight philadelphia san francisco stop dallas,atis_airline,3
show ground transportation san francisco,atis_ground_service,6
flights milwaukee orlando thursday,atis_flight,4
information american airlines fort worth texas philadelphia,atis_flight,4
give flights new york miami round trip costs less dollars,atis_flight,4
flights kansas city chicago leave next wednesday returning following day,atis_flight,4
lowest fare denver pittsburgh,atis_airfare,2
could list flights leave oakland sunday arrive dallas,atis_flight,4
would like book flight baltimore san francisco tuesday,atis_flight,4
flight denver san francisco afternoon,atis_flight,4
us air,atis_airline,3
least expensive one way fare boston san francisco,atis_airfare,2
ground transportation dallas dallas airport downtown dallas,atis_ground_service,6
show cheapest fare dallas baltimore,atis_airfare,2
smallest plane flying pittsburgh baltimore december seventeenth,atis_aircraft,1
show first class flights one way tampa louis,atis_flight,4
show evening flights nashville houston serve dinner,atis_flight,4
need flights leaving atlanta arriving philadelphia wednesday morning,atis_flight,4
okay sounds great let go atlanta april twenty one morning dallas least expensive fare one way,atis_flight,4
ground transportation available dallas,atis_ground_service,6
show daily flights milwaukee orlando,atis_flight,4
show afternoon flights houston dallas,atis_flight,4
could tell ground transportation arrangements dallas airport downtown dallas,atis_ground_service,6
please show flights dallas fort worth atlanta monday,atis_flight,4
like lowest fare denver pittsburgh,atis_airfare,2
give flights arrive baltimore denver,atis_flight,4
denver baltimore,atis_flight,4
flights leave pm philadelphia boston,atis_flight,4
want fly boston dallas,atis_flight,4
united airlines first class airfare flights available denver baltimore july three,atis_airfare,2
flight salt lake city oakland california,atis_flight,4
ground transportation atlanta,atis_ground_service,6
ground transportation oakland san francisco,atis_ground_service,6
give american airlines flights phoenix milwaukee wednesday,atis_flight,4
flights boston washington dc november eleventh,atis_flight,4
would like see flights baltimore philadelphia,atis_flight,4
need flight indianapolis toronto reaching toronto thursday morning,atis_flight,4
please show round trip flights petersburg toronto,atis_flight,4
show flights denver san francisco,atis_flight,4
expensive one way fare boston atlanta american airlines,atis_airfare,2
price flight nashville cleveland,atis_airfare,2
would like fly boston oakland airlines fly boston oakland,atis_flight,4
airline ac,atis_airline,3
pittsburgh baltimore please january one,atis_flight,4
flight start boston,atis_flight,4
flights atlanta philadelphia,atis_flight,4
flights milwaukee phoenix saturday,atis_flight,4
please show continental flights san francisco pittsburgh friday,atis_flight,4
cheapest flight denver pittsburgh,atis_flight,4
list flights arriving atlanta boston pm,atis_flight,4
airline afternoon flight atlanta boston,atis_airline,3
flights depart san francisco pm fly washington via indianapolis,atis_flight,4
could tell flights run daily boston san francisco please,atis_flight,4
tuesday twenty third flights philadelphia san francisco american airlines,atis_flight,4
please list flights leave denver noon northwest airlines,atis_flight,4
lowest cost air fare available flight dallas baltimore arriving july fourth,atis_airfare,2
tell aircraft used delta flight kansas city salt lake city,atis_aircraft,1
show cheapest round trips dallas baltimore,atis_flight,4
car rentals available next sunday denver airport,atis_ground_service,6
show airlines,atis_airline,3
economy class dallas baltimore arriving july seventh like know cheapest ticket possible,atis_airfare,2
classes service twa provide,atis_flight,4
ground transportation louis,atis_ground_service,6
please give cheapest round trip airfare atlanta philadelphia august first,atis_airfare,2
cheapest round trip fare continental round trip denver san francisco,atis_airfare,2
much cost fly boston atlanta,atis_airfare,2
show flights philadelphia baltimore,atis_flight,4
flights available boston washington dc late twenty fifth early twenty sixth,atis_flight,4
list flights arrive depart general mitchell international airport,atis_flight,4
right give flight times morning september twentieth pittsburgh san francisco,atis_flight_time,5
show nonstop flights atlanta san francisco,atis_flight,4
list flights denver philadelphia,atis_flight,4
one way flight boston san francisco please,atis_flight,4
would like american airlines flight cincinnati burbank leaving afternoon,atis_flight,4
show ground transportation denver,atis_ground_service,6
lowest cost fare delta boston san francisco,atis_airfare,2
flights today san francisco pittsburgh,atis_flight,4
show flights minneapolis seattle july second,atis_flight,4
list takeoffs landings general mitchell international,atis_flight,4
show flights leaving dallas baltimore,atis_flight,4
cost first class ticket dallas fort worth san francisco,atis_airfare,2
american airlines fly philadelphia san francisco,atis_flight,4
list flights continental leaving denver arriving chicago monday noon,atis_flight,4
would like flight nashville louis arrives louis around pm nonstop,atis_flight,4
midwest express flights montreal nashville,atis_flight,4
flights westchester county paul,atis_flight,4
flights nashville tacoma tuesday eighteenth may,atis_flight,4
like cheapest cost fare fort worth boston,atis_airfare,2
cheapest one way fare boston baltimore,atis_airfare,2
flights available friday afternoon pittsburgh san francisco,atis_flight,4
august thirtieth please schedule flight denver san francisco early morning,atis_flight,4
need information flight san francisco atlanta would stop fort worth,atis_flight,4
show flights dallas less dollars round trip,atis_flight,4
need flight philadelphia dallas next wednesday morning,atis_flight,4
show flights love field airports,atis_flight,4
airline ea abbreviation,atis_airline,3
show departures arrivals atlanta american airlines,atis_flight,4
flight boston baltimore least expensive flight,atis_flight,4
washington dc philadelphia departing afternoon,atis_flight,4
show flights san francisco denver pm,atis_flight,4
like fly minneapolis long beach two days today early morning,atis_flight,4
